30, 39905, 1427
30.53, 41332, 9
30.76, 41341, 9
300, 41350, 414
300s, 41764, 10
300zx, 41774, 49
303.5, 41823, 19
305, 41842, 21
305.4, 41863, 9
308, 41872, 10
30s, 41882, 10
31, 41892, 309
31.48, 42201, 9
31.5, 42210, 10
31.6, 42220, 9
31.7, 42229, 9
310, 42238, 18
311, 42256, 9
314.3, 42265, 10
315, 42275, 10
315.3, 42285, 9
317, 42294, 9
317.6, 42303, 10
318, 42313, 10
319, 42323, 10
32, 42333, 160
32.4, 42493, 10
32.5, 42503, 10
32.50, 42513, 9
320, 42522, 38
320.4, 42560, 9
320.9, 42569, 9
321, 42578, 9
325, 42587, 10
327, 42597, 9
329, 42606, 9
33, 42615, 261
33.1, 42876, 10
33.40, 42886, 10
33.62, 42896, 10
33.94, 42906, 10
330, 42916, 10
330.5, 42926, 10
331.3, 42936, 10
332.43, 42946, 10
332.9, 42956, 10
333, 42966, 9
333.9, 42975, 9
335.73, 42984, 10
338, 42994, 10
338.05, 43004, 10
338.25, 43014, 10
339, 43024, 10
34, 43034, 206
34.12, 43240, 9
34.2, 43249, 10
34.3, 43259, 10
340, 43269, 9
341, 43278, 19
342, 43297, 10
346, 43307, 9
348, 43316, 10
34th, 43326, 9
35, 43335, 190
35.4, 43525, 10
35.6, 43535, 10
35.87, 43545, 9
350, 43554, 76
352, 43630, 10
352.50, 43640, 10
354, 43650, 26
356, 43676, 9
357, 43685, 30
358.50, 43715, 10
359, 43725, 9
36, 43734, 159
36.05, 43893, 10
36.60, 43903, 9
360, 43912, 18
362, 43930, 10
362.6, 43940, 9
364.00, 43949, 10
365, 43959, 18
366, 43977, 19
368.20, 43996, 9
368.30, 44005, 18
368.80, 44023, 9
369, 44032, 10
369.30, 44042, 9
369.75, 44051, 10
36th, 44061, 29
37, 44090, 161
37.5, 44251, 10
370, 44261, 37
370.21, 44298, 9
370.64, 44307, 9
370.92, 44316, 9
370.96, 44325, 10
371, 44335, 19
371.09, 44354, 9
371.25, 44363, 10
371.50, 44373, 24
371.75, 44397, 10
371.78, 44407, 10
371.90, 44417, 10
371.94, 44427, 10
371.95, 44437, 20
372.00, 44457, 10
372.05, 44467, 10
372.25, 44477, 20
372.30, 44497, 10
372.40, 44507, 10
372.44, 44517, 20
372.45, 44537, 10
372.78, 44547, 10
373, 44557, 10
373.25, 44567, 10
373.70, 44577, 10
374.10, 44587, 10
374.50, 44597, 20
374.75, 44617, 10
374.90, 44627, 10
375, 44637, 20
378, 44657, 10
379.50, 44667, 10
38, 44677, 175
38.3, 44852, 10
38.4, 44862, 10
38.40, 44872, 10
